User Name,Review Date,Rating,Review Body,Cleaned Review,Positivity Score
Macho Mama,"Reviewed in the United States on January 10, 2025",4.0 out of 5 stars,"Not filled with fluff, this book tells the inside story of a First Lady’s daily life, through the minutia of her desk work to the glamour of a State Dinner. These activities and more are added to the normal roles of wife and mother, daughter and friend, all told in an engaging manner with subtle emotion.",not filled with fluff this book tells the inside story of a first lady s daily life through the minutia of her desk work to the glamour of a state dinner these activities and more are added to the normal roles of wife and mother daughter and friend all told in an engaging manner with subtle emotion,0.87206
cassie f,"Reviewed in the United States on December 31, 2024",4.0 out of 5 stars,"Loved this read. It was nice to hear Melania’s points of view and perceptions of things that happened, esp. during Donald’s presidency. She is such a smart, talented, beautiful woman!! Can’t wait to see what she does in the next 4 years",loved this read it was nice to hear melania s points of view and perceptions of things that happened esp during donald s presidency she is such a smart talented beautiful woman can t wait to see what she does in the next 4 years,0.9045500000000001
C. Wallace,"Reviewed in the United States on December 31, 2024",4.0 out of 5 stars,I have a better understanding of her role as the helpmate of DJT. I only wish everyone was prioritized instead of women and children.,i have a better understanding of her role as the helpmate of djt i only wish everyone was prioritized instead of women and children,0.8242400000000001
Alicat!,"Reviewed in the United States on December 31, 2024",4.0 out of 5 stars,"I would’ve gave it 5 stars but when it arrived it had some smudges and scratches on the jacket cover. Other than that the book was absolutely amazing I couldn’t put it down when I started reading! I give it a 5/5 very informative, and we found out things we never knew.",i would ve gave it 5 stars but when it arrived it had some smudges and scratches on the jacket cover other than that the book was absolutely amazing i couldn t put it down when i started reading i give it a 5 5 very informative and we found out things we never knew,0.85031
Donna Persson,"Reviewed in the United States on December 29, 2024",4.0 out of 5 stars,I don’t know why the book is small with such small print. Books like these are usually bigger.,i don t know why the book is small with such small print books like these are usually bigger,0.7283600000000001
Bratty Ann,"Reviewed in the United States on December 28, 2024",4.0 out of 5 stars,"When I purchased this story, I had hoped to learn more about Melania. She's presented a lot of herself, but somehow, I felt a lot was still missing. I really like her and had hoped there would have been more stories about her life. I liked the stories of her growing up, meeting Donald, and decorating and revitalizing the White House. I had hoped to have learned more of what she had been doing before meeting Donald besides modeling, and some insight about their relationship. She's obviously not dependent on her husband and still offers grace, beauty and dignity. I just wish there had been more.",when i purchased this story i had hoped to learn more about melania she s presented a lot of herself but somehow i felt a lot was still missing i really like her and had hoped there would have been more stories about her life i liked the stories of her growing up meeting donald and decorating and revitalizing the white house i had hoped to have learned more of what she had been doing before meeting donald besides modeling and some insight about their relationship she s obviously not dependent on her husband and still offers grace beauty and dignity i just wish there had been more,0.91556
Robin Sassman,"Reviewed in the United States on December 25, 2024",4.0 out of 5 stars,It is a good product.,it is a good product,0.75212
mara carpenter,"Reviewed in the United States on December 25, 2024",4.0 out of 5 stars,"Fascinating record of the realities of living within the culture of politics. Deep admiration is felt for Melania’s journey and how her very descriptive experiences throughout her young years prepared her for such an unforeseen future. Being exposed to Melania’s experiences as First Lady and knowing the responsibilities she undertook, with a servants heart so passionately demands respect. I hope and pray she is able to finish the work over the next four years she so faithfully started during her first term as First Lady.",fascinating record of the realities of living within the culture of politics deep admiration is felt for melania s journey and how her very descriptive experiences throughout her young years prepared her for such an unforeseen future being exposed to melania s experiences as first lady and knowing the responsibilities she undertook with a servants heart so passionately demands respect i hope and pray she is able to finish the work over the next four years she so faithfully started during her first term as first lady,0.9126200000000001
Ronaele Whittington,"Reviewed in the United States on December 24, 2024",4.0 out of 5 stars,"Most of this book presents new, personal information about Mrs.Trump... new to me anyway. I had no idea how Melania lived before, during, or after life in the White House. Looking forward to Melania’s sequel, after the Trumps’ second tenure in the People’s’ House.",most of this book presents new personal information about mrs trump new to me anyway i had no idea how melania lived before during or after life in the white house looking forward to melania s sequel after the trumps second tenure in the people s house,0.5312
Tabitha Hurford,"Reviewed in the United States on December 24, 2024",4.0 out of 5 stars,I have not started to read this book but can not wait. I know it will not disappoint.,i have not started to read this book but can not wait i know it will not disappoint,0.7514000000000001
Lynne,"Reviewed in the United States on December 23, 2024",4.0 out of 5 stars,"I read this book because I wanted to know more about the woman who is married to Donald Trump. With all! If the fake news out their, I was interested to know what someone close to him has to say. This book did not disappoint. Melanie is very real, down to earth, extremely intelligent and very compassionate. This book have me real insight to the things that had unfolded from the perspective of someone who was experiencing it as it unfolded.",i read this book because i wanted to know more about the woman who is married to donald trump with all if the fake news out their i was interested to know what someone close to him has to say this book did not disappoint melanie is very real down to earth extremely intelligent and very compassionate this book have me real insight to the things that had unfolded from the perspective of someone who was experiencing it as it unfolded,0.8673500000000001
XoXo,"Reviewed in the United States on December 16, 2024",4.0 out of 5 stars,It came quickly. Its a Gift for a family member. Its Very nice.,it came quickly its a gift for a family member its very nice,0.8353400000000001
Placeholder,"Reviewed in the United States on December 12, 2024",4.0 out of 5 stars,Very Bright woman with a strong maternal instinct. Reading her views on a variety of important topics brought home to me that our president was very fortunate to have a wife this brilliant and this cognizant of the changes that are occurring in our country. She’s not only a beautiful life partnerand a wonderful counselor and advisor.,very bright woman with a strong maternal instinct reading her views on a variety of important topics brought home to me that our president was very fortunate to have a wife this brilliant and this cognizant of the changes that are occurring in our country she s not only a beautiful life partnerand a wonderful counselor and advisor,0.9044
Laurie Gaston81,"Reviewed in the United States on December 10, 2024",4.0 out of 5 stars,"I am shocked and amazed at how much Melania actually did during her time in the White House. Had no idea about her initiatives . Which side of divide you stand on, just keep in mind, there is always another side to the story.",i am shocked and amazed at how much melania actually did during her time in the white house had no idea about her initiatives which side of divide you stand on just keep in mind there is always another side to the story,0.59684
Linda,"Reviewed in the United States on December 10, 2024",4.0 out of 5 stars,Table reading.,table reading,0.6200000000000001
Cynthia,"Reviewed in the United States on December 4, 2024",4.0 out of 5 stars,Thought it would be a better story,thought it would be a better story,0.75212
Triker Bill,"Reviewed in the United States on December 1, 2024",4.0 out of 5 stars,"ordered it for my wife for Christmas, haven't opened it yet. But it looks ok so far.",ordered it for my wife for christmas haven t opened it yet but it looks ok so far,0.7464500000000001
Mary Helen Crawford,"Reviewed in the United States on December 1, 2024",4.0 out of 5 stars,This is a very positive presentation by a lady who projects true concern and compassion for her causes and the future of America.,this is a very positive presentation by a lady who projects true concern and compassion for her causes and the future of america,0.87965
Ann Ash,"Reviewed in the United States on November 26, 2024",4.0 out of 5 stars,I’ve started reading and find it interesting. But the cover page is not caught in the binding and protrudes.,i ve started reading and find it interesting but the cover page is not caught in the binding and protrudes,0.68432
Phyl,"Reviewed in the United States on November 24, 2024",4.0 out of 5 stars,"Interesting read. From Melania’s point of view we are reminded that the Trumps are people just like all of us. They are definitely richer than most, but individuals all the same. It was nice to hear her side of the story.",interesting read from melania s point of view we are reminded that the trumps are people just like all of us they are definitely richer than most but individuals all the same it was nice to hear her side of the story,0.87611
Charles Mannen,"Reviewed in the United States on November 22, 2024",4.0 out of 5 stars,Excellent book,excellent book,0.79157
Jon S,"Reviewed in the United States on November 22, 2024",4.0 out of 5 stars,I really enjoyed this book. I did expect more detail of her past but she seemed to be rushing to get to meeting Trump. Wish the book had more details and was twice as long but I would still recommend it.,i really enjoyed this book i did expect more detail of her past but she seemed to be rushing to get to meeting trump wish the book had more details and was twice as long but i would still recommend it,0.8732300000000001
Amy B.,"Reviewed in the United States on November 21, 2024",4.0 out of 5 stars,"Like many other people in these reviews, my book cover showed up with a nasty residue on it. Interesting that I also had this same issue on the cover of Candace Owens” book a couple years ago, as did other people. Strange coincidence, huh?",like many other people in these reviews my book cover showed up with a nasty residue on it interesting that i also had this same issue on the cover of candace owens book a couple years ago as did other people strange coincidence huh,0.6045200000000001
Amazon Customer,"Reviewed in the United States on November 21, 2024",4.0 out of 5 stars,"From a man's perspective who was speculative of Melina.

Beginning of book was a little slow and felt like it started flat. Quick read - finished it in about 3 hours - highlighted sections that were important and new info to me.

Enjoyed learning about her upbrining and where she is from + the social economic issues she faced from her home country. She also left communism for the American dream.

Melina is a great representation of the American dream from not just 1st and 2nd generation immigrants to America, but also Americans themselves.

I didn't enjoy the first half of book, but couldn't put the book down once I was about 1/3 through it. Maybe the same feedback would not come from a female reader - take that into consideration.

She definitely fell for a few traps and tried to outsmart the media, but it backfired continuously - interesting to hear how this impacted her family and protecting her child.

Interesting to hear that Melina and Trump don't agree on all politics but they opening communicate their feelings and do their best to understand one anothers perspective.

Donald was always supportive of Melina's passion for helping children and young education - that was great to read and their relationship is very much respected between the two.

Motherly love - so clear to me how much she cares about her son. It's very touching reading this from a man's perspective, who is also a son of a mother.

Worth the price and a great read.",from a man s perspective who was speculative of melina beginning of book was a little slow and felt like it started flat quick read finished it in about 3 hours highlighted sections that were important and new info to me enjoyed learning about her upbrining and where she is from the social economic issues she faced from her home country she also left communism for the american dream melina is a great representation of the american dream from not just 1st and 2nd generation immigrants to america but also americans themselves i didn t enjoy the first half of book but couldn t put the book down once i was about 1 3 through it maybe the same feedback would not come from a female reader take that into consideration she definitely fell for a few traps and tried to outsmart the media but it backfired continuously interesting to hear how this impacted her family and protecting her child interesting to hear that melina and trump don t agree on all politics but they opening communicate their feelings and do their best to understand one anothers perspective donald was always supportive of melina s passion for helping children and young education that was great to read and their relationship is very much respected between the two motherly love so clear to me how much she cares about her son it s very touching reading this from a man s perspective who is also a son of a mother worth the price and a great read,0.91925
Dianne Pike,"Reviewed in the United States on November 18, 2024",4.0 out of 5 stars,The black cover was all smudged! Looked used!,the black cover was all smudged looked used,0.6200000000000001
Brookie,"Reviewed in the United States on November 17, 2024",4.0 out of 5 stars,"Excited to read it regardless, but seriously??",excited to read it regardless but seriously,0.5930000000000001
Esme,"Reviewed in the United States on November 14, 2024",4.0 out of 5 stars,"You know the people who wrote your blurbs didn't read your book when their comments are some variation of, she's beautiful, classy, and/or intelligent. Intelligence isn't something that you should have to inculcate into your audience. It should be readily apparent there on the page and not need to be remarked upon. For example, if you claim to speak 5 languages, there should be some evidence of you doing so, especially when you are the First Lady of a country, presumably speaking to many people on many occassions showing off how smart you truly are.",you know the people who wrote your blurbs didn t read your book when their comments are some variation of she s beautiful classy and or intelligent intelligence isn t something that you should have to inculcate into your audience it should be readily apparent there on the page and not need to be remarked upon for example if you claim to speak 5 languages there should be some evidence of you doing so especially when you are the first lady of a country presumably speaking to many people on many occassions showing off how smart you truly are,0.90656
Lidi,"Reviewed in the United States on November 12, 2024",4.0 out of 5 stars,Melanie was involved in many many humaritan causes as First Lady. Her love and support for her husband was immeasurable and she loves her son dearly. She was definitely a great First Lady who has much compassion for the less fortunate and was definitely targeted unfairly by the media.,melanie was involved in many many humaritan causes as first lady her love and support for her husband was immeasurable and she loves her son dearly she was definitely a great first lady who has much compassion for the less fortunate and was definitely targeted unfairly by the media,0.91427
Cajungirl66,"Reviewed in the United States on November 11, 2024",4.0 out of 5 stars,I enjoyed reading this book. I thought it would go deeper into their life together. This disappointed me. I did learn things about Melania that I didn’t know. I would recommend you to read it if you enjoy biographies.,i enjoyed reading this book i thought it would go deeper into their life together this disappointed me i did learn things about melania that i didn t know i would recommend you to read it if you enjoy biographies,0.8171
Kate,"Reviewed in the United States on November 10, 2024",4.0 out of 5 stars,"Ticked me off that you would send out a solid color book cover with obvious finger grease stain on the front. You can’t count on anything, if it’s important I will but it in a store so I can see it and select it. That’s on handlers. The book is well written & has unseen before photos.",ticked me off that you would send out a solid color book cover with obvious finger grease stain on the front you can t count on anything if it s important i will but it in a store so i can see it and select it that s on handlers the book is well written has unseen before photos,0.72518
Amazon Customer,"Reviewed in the United States on November 10, 2024",4.0 out of 5 stars,"Very interesting story. Learned a lot about Melania and her feelings about so many experiences. She’s a wonderful, caring, strong woman who loves her family.",very interesting story learned a lot about melania and her feelings about so many experiences she s a wonderful caring strong woman who loves her family,0.90527
Lisa,"Reviewed in the United States on November 8, 2024",4.0 out of 5 stars,Her book is very nice. It is not a coffee table book. Its the size if any book from the bookstore.,her book is very nice it is not a coffee table book its the size if any book from the bookstore,0.7626200000000001
N. Reed,"Reviewed in the United States on November 6, 2024",4.0 out of 5 stars,"I love the script and pictures. However the print is very small. If you have issues with small print, you'll probably need readers.",i love the script and pictures however the print is very small if you have issues with small print you ll probably need readers,0.8110700000000001
Steffanie H Burgevin,"Reviewed in the United States on November 4, 2024",4.0 out of 5 stars,"Its nice to hear her voice, to learn more about her background, about her relationship with her husband, and especially to know she is an intelligent accomplished woman with a mind of her own.",its nice to hear her voice to learn more about her background about her relationship with her husband and especially to know she is an intelligent accomplished woman with a mind of her own,0.8681300000000001
Sandy Lawson,"Reviewed in the United States on November 3, 2024",4.0 out of 5 stars,"Great book. Well written, interestng and intelligent. However...the print is too small.",great book well written interestng and intelligent however the print is too small,0.87443
Ann Beauregard,"Reviewed in the United States on November 2, 2024",4.0 out of 5 stars,"The book was a refreshing “Set Them Straight “
In regards to the blatant untruths spread by Haters of President Trump, press being one of the worst offenders. Credit to Mrs Trump for not spending time on the behavior of those that were in charge of their safety",the book was a refreshing set them straight in regards to the blatant untruths spread by haters of president trump press being one of the worst offenders credit to mrs trump for not spending time on the behavior of those that were in charge of their safety,0.45731000000000005
Nupe,"Reviewed in the United States on October 27, 2024",4.0 out of 5 stars,A lot of behind the scenes information!,a lot of behind the scenes information,0.6200000000000001
Deb Mesh,"Reviewed in the United States on October 23, 2024",4.0 out of 5 stars,"I didn't buy this thinking it would give any new information. But my purchase was more a gesture of respect for this intelligent, poised and dedicated fellow citizen. She has served our country in ways no other First Lady has. Never was I ashamed of her. Never did I cringe at her attire or words in a public speech. Never did I hear her be ashamed to be an American or play the puppet strings of politics. Despite being wealthy prior to the Presidency, I never had the sense she was talking down to the rest of us or better than us. Her personal history from her youth wasn't known to me and it was refreshing to hear her story and see the intimate photos. This book was her story and I am glad I took the opportunity to hear her voice .",i didn t buy this thinking it would give any new information but my purchase was more a gesture of respect for this intelligent poised and dedicated fellow citizen she has served our country in ways no other first lady has never was i ashamed of her never did i cringe at her attire or words in a public speech never did i hear her be ashamed to be an american or play the puppet strings of politics despite being wealthy prior to the presidency i never had the sense she was talking down to the rest of us or better than us her personal history from her youth wasn t known to me and it was refreshing to hear her story and see the intimate photos this book was her story and i am glad i took the opportunity to hear her voice,0.9158000000000001
Blanche Wellott,"Reviewed in the United States on October 22, 2024",4.0 out of 5 stars,Like,like,0.7283600000000001
Erleebird,"Reviewed in the United States on October 22, 2024",4.0 out of 5 stars,"The book was a good read and expressed how the first lady feels about her personal role as first lady, and husband and mother to both Donald and Barron. The pictures are numerous and wonderful. Small book; large price.",the book was a good read and expressed how the first lady feels about her personal role as first lady and husband and mother to both donald and barron the pictures are numerous and wonderful small book large price,0.8495
Lori Stearns,"Reviewed in the United States on October 21, 2024",4.0 out of 5 stars,"Melanie’s general calm demeanor is evident in the book. She really doesn’t elaborate with emotions-in keeping with her private style.

I appreciated that she was extremely careful with any sections involving her son, and protected his privacy as a child.

I was surprised by a few behind the scenes stories and again impressed that she didn’t whine about these publicly in the moment (White House move in plans, business dealings cancelled, to name two)",melanie s general calm demeanor is evident in the book she really doesn t elaborate with emotions in keeping with her private style i appreciated that she was extremely careful with any sections involving her son and protected his privacy as a child i was surprised by a few behind the scenes stories and again impressed that she didn t whine about these publicly in the moment white house move in plans business dealings cancelled to name two,0.88154
California,"Reviewed in the United States on October 21, 2024",4.0 out of 5 stars,"I thoroughly enjoyed her memoir, and found it very informative. Looking forward to a better four years after this next presidential election.",i thoroughly enjoyed her memoir and found it very informative looking forward to a better four years after this next presidential election,0.8472200000000001
Matthew Pezzone,"Reviewed in the United States on October 17, 2024",4.0 out of 5 stars,"I thought Melania did a very good job of transitioning from her vaguely modest beginnings into her career into the United States.

Her relationship with Donald Trump, which seems unfathomable to the public, is explained romantically from her point of view.

As, she becomes a very powerful first lady, she is able to keep her privacy for her and Barron. I think she does a fantastic job of explaining, how hard of a job it is and how tough of a life it can be.

I think she handles it with grace until the very end even when they eventually turn on her as well. A symbol of grace.",i thought melania did a very good job of transitioning from her vaguely modest beginnings into her career into the united states her relationship with donald trump which seems unfathomable to the public is explained romantically from her point of view as she becomes a very powerful first lady she is able to keep her privacy for her and barron i think she does a fantastic job of explaining how hard of a job it is and how tough of a life it can be i think she handles it with grace until the very end even when they eventually turn on her as well a symbol of grace,0.90956
Laura Sagalski,"Reviewed in the United States on October 15, 2024",4.0 out of 5 stars,"My initial reaction is I am disappointed that this is not an oversized coffee table book with large pictures! While there are a good number of pictures just flipping thru, they could have made a spectacular book! Melania was such a beautiful First Lady! This book does not do her justice!",my initial reaction is i am disappointed that this is not an oversized coffee table book with large pictures while there are a good number of pictures just flipping thru they could have made a spectacular book melania was such a beautiful first lady this book does not do her justice,0.7103900000000001
wendy,"Reviewed in the United States on October 15, 2024",4.0 out of 5 stars,Not sure about the book yet but it arrived nasty. It came 10 days after the release date as well. Trying not to be nit-picky but GAH,not sure about the book yet but it arrived nasty it came 10 days after the release date as well trying not to be nit picky but gah,0.44711
Constantinos E. Scaros,"Reviewed in the United States on October 15, 2024",4.0 out of 5 stars,"Before getting to the content, I'd like to address some of the utterly illogical comments in some reviews about there being some type of ""smudges"" on the book's cover. By the way, there were none on mine, but a book's physical condition should in no way affect its rating. Would they have given The Great Gatsby a mere two stars if their copy arrived with pizza stains on it?

As for Melania's book, it is very real. It authentically captures her persona. Image and appearance are important to her. She isn't uncomfortable about discussing her lavish gowns for big events. She's not embarrassed about discussing her days as a model and how people commented on her beauty.

She tells us that she and the president love music and how he pulls her in for a dance when it's played. She talks about their courtship.

I ranked it just shy of five stars because she could have addressed Trump's numerous alleged extramarital affairs. By completing leaving them out, it seems like more of a campaign ad. Even though compared to others in the political spectrum, this is not pretentious drivel.

It's a good perspective of the Trump Administration Not extremely insightful, not riveting. Not a page-turner. But very respectable.",before getting to the content i d like to address some of the utterly illogical comments in some reviews about there being some type of smudges on the book s cover by the way there were none on mine but a book s physical condition should in no way affect its rating would they have given the great gatsby a mere two stars if their copy arrived with pizza stains on it as for melania s book it is very real it authentically captures her persona image and appearance are important to her she isn t uncomfortable about discussing her lavish gowns for big events she s not embarrassed about discussing her days as a model and how people commented on her beauty she tells us that she and the president love music and how he pulls her in for a dance when it s played she talks about their courtship i ranked it just shy of five stars because she could have addressed trump s numerous alleged extramarital affairs by completing leaving them out it seems like more of a campaign ad even though compared to others in the political spectrum this is not pretentious drivel it s a good perspective of the trump administration not extremely insightful not riveting not a page turner but very respectable,0.9154700000000001
Terri D. LaRue,"Reviewed in the United States on October 14, 2024",4.0 out of 5 stars,disappointed the jacket to the book was stained,disappointed the jacket to the book was stained,0.47699
Kathleen Edelmuth,"Reviewed in the United States on October 14, 2024",4.0 out of 5 stars,"I am giving this book a 4 because of the very annoying cover. Black, smudges just awful. In fact it arrived with smudges. You can't wipe them off. Just normal handling is a problem. And I think the cover is too somber for this very colorful person. Bad decision on the cover!
Disclaimer. I am a fan of hers. I found this book to be a real insight into her and her life. It is an easy read. Even very current including the attempted murder of Donald in July. The topic of her everyday life when living in the White house was very revealing. She is a dynamo. I especially like the many many pages of color photographs. Her reasons for keeping her son out of the limelight are really interesting. Very nice depiction of an outstanding person. Is it a piece of fluff? Maybe to some who don't like the name Trump. But, it is a record of the life of a beautiful person who never thought she would be in such a place.",i am giving this book a 4 because of the very annoying cover black smudges just awful in fact it arrived with smudges you can t wipe them off just normal handling is a problem and i think the cover is too somber for this very colorful person bad decision on the cover disclaimer i am a fan of hers i found this book to be a real insight into her and her life it is an easy read even very current including the attempted murder of donald in july the topic of her everyday life when living in the white house was very revealing she is a dynamo i especially like the many many pages of color photographs her reasons for keeping her son out of the limelight are really interesting very nice depiction of an outstanding person is it a piece of fluff maybe to some who don t like the name trump but it is a record of the life of a beautiful person who never thought she would be in such a place,0.85958
Iowa Lawyer,"Reviewed in the United States on October 13, 2024",4.0 out of 5 stars,"My only complaint is the dust jacket arrived with smudge marks everywhere, looks terrible. The content is interesting. I like the non-linear format, where chapter 1 starts off in 1996, chapter 2 bounces to 2016, then chapter 3 goes back to 1970, etc. I was excited to learn about Melania’s childhood in Slovenia, because my grandmother’s family origins are there also (tiny town of Starihov Vrh, near Semič). Pictures filled in the narrative nicely. Easy read, nice not to get bogged down in every minutia of her life with an appropriate length of 184 pages.",my only complaint is the dust jacket arrived with smudge marks everywhere looks terrible the content is interesting i like the non linear format where chapter 1 starts off in 1996 chapter 2 bounces to 2016 then chapter 3 goes back to 1970 etc i was excited to learn about melania s childhood in slovenia because my grandmother s family origins are there also tiny town of starihov vrh near semič pictures filled in the narrative nicely easy read nice not to get bogged down in every minutia of her life with an appropriate length of 184 pages,0.8816
Vin,"Reviewed in the United States on October 13, 2024",4.0 out of 5 stars,"I almost returned the book! The cover had some oily handprints!
I was able to clean the book cover! The book itself is excellent!!",i almost returned the book the cover had some oily handprints i was able to clean the book cover the book itself is excellent,0.84518
D. L.,"Reviewed in the United States on October 12, 2024",4.0 out of 5 stars,Today I received this beautiful book written by an amazing woman. My only complaint is the smudge on the outside protective cover. Whoever packed this book into an EMPTY brown cardboard box without any packaging...definitely was NOT wearing gloves. Note the smudge shown in photo. Thank goodness the book itself has no damage.,today i received this beautiful book written by an amazing woman my only complaint is the smudge on the outside protective cover whoever packed this book into an empty brown cardboard box without any packaging definitely was not wearing gloves note the smudge shown in photo thank goodness the book itself has no damage,0.81344
Linda Ruggiero,"Reviewed in the United States on October 12, 2024",4.0 out of 5 stars,Covers dirty,covers dirty,0.4878800000000001
